x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,target_y
3.187913909070444,3.1976372482979114,3.1788171102895886,4.744046212393739,4.0940010278740235,3.958828553693366,2.7021954711966973,3.8499969042961464,2.7922368749758872,3.529623040601533,3.9868995177764157,4.145397580363436,3.286618810809196,0.9330940716690157,3.8834324690470865,3.166172652654531,3.87172659618842,3.172700398278911,2.948351253719386,6.019621451520767,6.271983307224492,3.9330125486477443,3.148126931861851,3.728773148003336,2.3826771179833863,3.1185549294036234,4.255561658967914,3.257711381513702,2.6406286501502674,4.760936108493818,4.744656150513954,3.97474965219901,2.125128724190109,3.4620037455372112,4.230452388288145,2.929651396868581,3.6625765601211686,3.511329608708049,5.673325845751435,48.694891050151114
2.8880609919283344,4.074368129464506,3.9020471157395535,3.105368073597473,4.430818509777611,4.589570736911286,2.237041172603772,2.62192340418345,3.1258918336364703,3.8297636183039585,3.6211174299553033,2.8797024358877117,2.6595742588268454,2.169452316020855,3.4936515902194087,4.090621605635409,2.902369682961112,2.1635463220066766,3.5471629533893823,4.02162918496904,5.080302327446141,3.668117917774112,2.8949397505101104,2.004471977121163,1.7308532184278982,3.8201581620879552,2.608615981836975,2.810003241587696,4.244800237961097,2.961634028209419,3.0973818774361774,3.200983347956849,1.9676211717844097,2.738052543757775,4.2341145237817255,2.8382337027772104,3.9290409762672915,3.922692515057455,6.345122594768948,48.61110996367124
2.7829605325947133,1.3483326348682034,3.1141597309343148,3.5781289274974597,4.006015314206673,3.8594913693089015,2.5249028517703858,2.580805131558701,2.6952805400909803,3.1384095234582166,3.8273514025717095,4.006310482708151,3.1417340885912024,3.815019306859703,3.4498422277058745,4.015673858960703,3.1166528818393058,2.0005758852096465,4.152495606305173,4.668528130865296,5.800990461971825,4.216303514897308,1.6652279851235132,2.4316230939265866,2.5843453259817997,2.2053550704721383,3.5810270538224804,3.2860642199825683,5.127453241279603,2.8562611752670755,2.7075490757550615,3.455073689781715,2.705170687738451,3.0815790775753413,4.077833117777226,3.711400638134711,4.8118355740824725,4.343129052031187,7.200158272581763,52.88427783549985
1.5225217184396789,4.478724363984117,2.1577391371049517,4.01204830302876,3.2956374176104575,2.892221391170475,2.171820737245011,3.669419268943508,1.7512664684257835,1.7912338398554883,2.048447586483058,2.120318600581395,2.5411808851269626,1.295710885260681,2.014254055655905,3.0321401840876736,2.0167421477699197,1.1301655161096837,5.406309734258136,3.768585165663761,4.650483538682964,3.4352534850999814,1.8497344107399722,2.7290923321106346,4.234202596790997,1.4001491051325297,3.9880174669247532,3.1418961574164537,4.023090211846383,2.8327299153240224,3.3771964100330214,1.8919648148688974,0.36198270924579945,0.9304079298036996,2.6529738523531585,2.665874482552211,1.029435766510245,2.515949180134885,3.174902036792074,22.82209533346251
4.556974267203968,3.8097344703808838,2.772041434733504,3.877569964619543,3.6451869578620784,3.068874147371867,1.7550674835538842,2.261879856791527,1.9165269421285969,2.477074941416811,2.9227453262817846,2.908895441663513,2.7992684232402913,2.0926381519693242,2.4195606334569892,3.182307142620115,2.377594916456895,1.4863583846654187,4.133066128570616,3.51145787897114,4.236417878146089,3.1658724592015246,2.8159418939359715,2.8541091831721612,3.552727190273575,2.150474783277475,3.8717842179191555,3.364485778411215,3.0178045547432215,3.1870931083225633,2.44827396954807,1.9291786622843516,1.8309881831021482,3.406545281906409,2.9258787502805372,1.9582259854986919,1.9743243123959344,2.6807730045646814,3.4615990117524804,30.182826936184874
3.076517135788048,2.4520441132679633,3.725993498178844,3.2792250744317135,4.27861049189361,4.0003718352025714,3.535411585298931,4.1656134183185145,3.518857524296057,3.748074336195793,3.8437174040462203,3.3545808205430667,3.558442490155371,3.3614220026328616,3.2111774212480015,4.751594963016072,3.8942499265118204,2.171934104755813,4.507766580546395,5.702009463052195,6.625192853663796,4.780455014960367,2.8437801204339186,3.274252852551412,3.0089339818948915,5.322290906367266,5.195729893602902,3.5682735535425434,1.628551468879421,3.0891440813304,5.0453847706885835,3.4754550893193947,1.59171416483847,3.710454614019162,4.608234957214416,3.4095957594183766,4.006966668151473,2.9898282411485857,6.096539078443352,49.011186411944855
4.835143845384536,3.9698205717871073,2.51935962535735,3.407470670755141,4.474977056573316,4.28162580766806,3.9542266863190494,2.9678257336763383,2.9951291350949307,3.841398004422754,3.6252240391216324,2.4835577451020243,2.569711228082206,2.193045083753102,3.7214913929691464,4.1917942649461954,2.872562071099449,2.0734559711924114,5.97853152625323,5.916337338234342,6.17237879097056,3.8917830229412975,4.34750987636055,3.4341292950722155,3.3708792706547976,3.782266393123094,4.337768229340404,2.82248800710623,0.0,4.086897654585845,3.011974963171114,5.12094446896082,3.6914190562325815,4.334795581830605,3.165868279260984,3.2631822595187687,4.328359691096489,3.017423776953355,5.602571393962868,49.740522666124036
2.701432817078798,2.3543928984211453,4.092795636767724,3.4200760515591835,4.3511173080756045,3.968072683183766,3.5022131232870324,3.1960795203944854,3.5297015105817695,3.0894363266383356,3.0899537554975725,2.532753664664943,1.09256873972066,2.6945892212912304,3.2880648986591092,4.888143818695205,3.7011106209671647,2.018983033237843,3.363374394581764,3.911817218969955,5.131220134598989,3.955843239688957,2.387689131913273,3.7347396522506418,3.2343593633851784,3.820494458532717,5.302351558482616,2.0530183522459575,2.681086299872103,3.466966332996514,4.788620542094224,3.337434895698738,1.355553854345887,3.0090117440965134,4.691767775364954,2.86950065905781,3.788074633455038,2.7989815769684427,5.555412664752009,40.1899903271527
3.5166161050472406,4.149411185469734,3.4464943610860375,3.2420201976184724,4.243644960032995,3.0527726503843824,1.6016566593777108,2.952419120775553,1.9990360636008146,2.939242242702591,3.808814224316373,4.248874921941955,2.03863915774346,1.6321857035390814,2.132940218142252,3.207663505876312,2.532309413861971,1.5856455790148134,3.8441285563936822,3.872365783159518,4.874422706101733,3.997133529266671,4.055718460591678,2.6613648592779735,2.1015626457160574,2.686246498040764,3.691304733831433,2.3182888103640553,2.4190469445026412,3.2194423418974716,3.8146321762620508,3.3923755850549284,1.550799029390047,1.7638482383112302,3.3890407469604718,3.152507979185496,3.4791625841687197,2.8031963914341147,5.115082065729345,38.93946336894093
4.166555973008763,4.1935611726711155,2.6762294814641274,3.2020001480830245,4.470945763608233,3.9142336525870087,3.717562579180807,3.405280735481327,2.8756626725766483,3.989624006776794,3.896595141200863,3.469731415284438,3.446368261342103,3.536518308037926,4.342013355825343,5.312393521196608,4.47081732090429,2.5954555840671567,3.0833655453851305,5.43344632737855,6.54302084896657,4.503083234549211,4.039869553259134,3.8552101061503254,2.1597122796205195,3.8799529764144354,5.032156382945653,5.071816296385702,2.4329690547139213,3.920854220767905,4.5763210182537035,5.119573751816823,2.689450620406217,3.180204256546439,3.6927342805209618,3.7802255763537578,2.998837288670233,3.49905532660773,5.660738708627333,49.12614794213003
1.7927850847108528,3.827820720975602,2.240176620746011,5.052475121840067,3.536078411571527,3.5801093107788318,3.1686405665322472,4.43643454930865,2.484235060315092,2.6943159008164153,3.359375528889698,3.577442639539182,3.049900238961345,2.8933549100915554,2.0354339628574145,2.8282542934146733,3.400391149936316,2.041438417620024,3.9766709609524957,2.9954691933856883,4.065619528665733,3.133090640655125,1.5464845564383052,3.1441015155932464,3.2593738544881607,2.2591458031372036,5.297648184965308,2.9976879974608885,4.4205645241328995,2.3743487259476383,2.140680340752411,3.432947548346644,2.6142712045610876,2.540091884296057,3.402736105385025,2.3430182715630163,2.787382134217955,2.792952131733321,4.363286731281666,37.77842964397427
0.9324602696360966,2.152643036803321,5.418301732769801,2.9516095215411555,4.566147537081894,5.349195926852135,3.5285419227651436,4.711177720714529,4.66526741907974,3.4539481667177068,3.780777008113737,3.47891664783886,3.011961791149069,0.778932216286937,4.632827997415631,4.150746400800803,5.042884051880842,3.5872426851325407,2.9164955429132418,5.951679009976822,6.888853093195514,4.6356615171208,4.035741047675166,4.387212055067797,3.4311063580264136,2.4773747213213166,5.701518560086068,2.7749830032134724,2.2060250176496985,4.242718526589301,4.463613740076237,3.8295352954339963,2.2207372457112933,3.834257537741013,5.420644391289144,4.154814445304257,5.192765941951915,3.920518474265008,7.632318377574319,59.14621699164402
2.1606986084486834,2.760083308824416,2.7045096089912413,0.9190951912501286,2.9947247538645074,4.011956762695739,1.2878018314281676,2.833526135586859,2.5408675375922263,3.0098183841101043,3.0166612740219088,2.7261980937358996,2.9167389477623953,1.8908338757263878,3.0318603632404137,2.7877953654980465,2.0475219246723446,1.8721361265050367,3.20980244499807,4.698351301651287,5.351577427050737,3.599736798041505,3.0726260858573102,2.52717308327658,3.0044281501561874,2.1463481383654934,3.36936533149441,3.4209234068526886,2.204021185742616,3.268320387426985,3.6468801535622353,2.221695385087367,1.5747546653543352,3.3824573200990984,3.164971257141114,2.2503666949675187,2.1609689359429565,2.3348121067086898,3.5134997908892203,35.163093244463354
1.8272089863793948,3.384423177413923,2.744647848292121,3.4914731817655524,2.907297985824322,2.6803483726349184,2.1519872480904074,2.505790844574905,2.3622403702666945,1.7168775987914882,2.336117947692973,3.005157872754346,3.796043662614951,1.1769690352054418,2.54045646210929,3.057965506142822,3.5597684764466386,2.3463941740572065,2.051493228576078,4.62199027902379,5.416568743830119,3.8304105124942724,2.1762821020695187,3.373842393096804,1.2655397802396091,2.9415525410464407,3.8921256823297044,2.230177255365871,3.2886660113854864,4.236298979879318,2.207401596850615,2.9122015672676405,1.9135954997563531,1.929311224392957,2.728799575386059,4.1566832697613965,1.1149257169148146,1.8544677803657788,3.233986725212927,32.26367984119547
3.268271883239751,3.1328561634261036,2.7857581101331723,2.617031169269893,3.594894220362213,4.7797503342163585,2.8283090950382497,3.3369830184444504,3.143767443911983,2.167119681759131,3.727296284792477,4.797031818690991,3.439108681621459,2.4253898355065506,3.7741162087153057,3.1867778359079857,3.1432852650438554,2.5733725888204884,5.057589251404542,4.413796163862386,4.7012747715409295,2.948466691360931,1.2098068061480718,3.47798116982365,2.945478221698121,4.68406965196904,4.727420010264393,2.6629128343591657,4.070672921252561,3.60305684513302,3.2052634644068423,4.494028026616494,2.7218052166461444,2.378956006821151,2.7024091018056904,2.80437914847186,2.6633552722063496,3.3980126297822086,4.67378995729721,43.25771349845265
2.939420342359547,2.876540649928852,3.222165987358081,4.051352172529959,5.771870932194382,4.790674774951532,3.8699198876555174,3.5615420008896295,2.8388726403266045,3.641556277515137,3.858847487548543,3.7034687922778065,2.0658928234608545,2.402081056250702,3.625866186450729,4.502324398751104,4.299952634458226,2.496858415055031,5.212013188045548,5.873404436439871,6.5679384837229815,4.470299564870065,1.8359440238625104,3.8427067843070697,4.423104153997752,3.661997996047815,5.057421537638733,3.1619819894878503,2.1157782927706963,3.9335910354287527,4.555540676705081,4.79308593327414,2.7782317934414493,3.968621129747709,5.745039873572681,4.1967768738114435,4.214810597386545,4.485108635821511,7.597245476813049,54.68380056818034
4.284386382698608,2.824685873037911,3.0180341514528393,3.0952294358860653,4.524373489846376,3.2327874061164623,2.496124467080163,4.612112494603851,2.093924185384197,1.3301000274799093,2.1144125713958655,2.7615203650491775,3.8678271232050765,2.9196922835152175,2.8822737997587238,3.411228460928921,3.5845656733115048,2.1683717868091286,3.596783977876992,4.4582965793249985,5.317542092788211,3.5421362532745637,0.3837120842323558,2.8759580215014022,2.696125312299891,3.7038387045071754,4.447873558667044,4.008578392715787,2.972378649514242,2.754455228557252,2.916384680514926,3.555047498889616,1.9356665534031043,1.882917313508957,2.516851555071707,3.307578323897846,3.2040314329475272,3.4009421551528654,4.943891460197408,36.418325831133025
2.147774984925446,2.623055766791932,3.7775467158584206,2.966039138564858,4.934445225213217,3.7249942759767274,1.6454875122645296,4.328647367640866,2.2055829141801926,3.818823663929736,3.941847035488195,3.4570496956366368,2.2668398516522865,1.7357984708609848,2.586962604473377,3.16652400148933,3.5135784604416926,2.363632995312717,2.7273235580233677,3.510264100741632,4.539610251317706,3.56572878546665,3.7935971573463156,3.467988291872215,2.5522390349589714,3.7185923078972487,4.809005124579812,2.52104719734895,4.400597143433321,3.4253809933491097,4.450278174184731,3.168760974364811,1.4560604746643215,2.868820940477946,3.8205575225313804,3.0145766725119354,2.5337986732005984,3.636249924539398,4.991740124348792,38.92035358798971
1.9868560655164518,1.9274402531055366,2.8400674441464036,3.8270263073313533,3.2545281250396343,2.497362662735119,1.7575166794601829,4.779018543433276,1.7929351848016526,2.5584445545133008,2.6728662791925344,2.3482131252605845,3.0070218368183137,3.949676198343335,2.9586908264792005,2.9497933824362255,2.2417921480266667,1.8206753296485423,4.164177098132656,3.6454785734365927,4.93288356699584,4.059816212003313,3.2514641653018694,3.2568150596100445,2.9454937755739623,3.3552140450554284,5.210909018910662,2.1037086377657173,3.437112595166754,2.949967264974693,3.988122406945139,3.1755137618199507,1.5595743237417394,2.6347376252979546,2.9230732286237817,3.025702790284162,2.528387608178784,3.3529505313904453,4.791967937182558,33.98384348909399
1.4116227893235094,2.7110829717734175,3.743391234261386,3.7386753764548364,3.183726669258065,3.1784856442955487,3.267060856169075,2.4710443721512894,3.5084358254448187,4.001065719368146,4.061832745237172,3.6765633739813386,4.098298335851002,1.8969754274948705,2.9163088125041394,4.4457307818767955,3.9955215473774772,1.945391488651108,4.556685208649588,4.3329873952037685,5.07733479965143,3.6468551207590827,2.9845388274492777,3.007842307657903,2.2238834173826816,2.9726438491967957,3.6596891148310418,2.2550463053802625,5.0537158980660015,3.888247226790885,3.9996191148604088,3.5891403529248693,1.9940362133771,3.3374617723086404,4.428201218173202,3.415586687526708,2.6907020066292353,3.856762128514724,5.648799096734306,46.198032613456675
2.8689007569924647,2.000557190758995,4.16558708724137,3.8316021012695365,4.271136345032078,4.913337715042868,3.974455124958219,3.541742254371674,4.471177660017133,3.888737948939914,3.804058114628563,3.127666183041996,3.3162353764385353,1.5696257405065042,2.7454577282380024,3.6343983989286324,3.3624222968005584,2.1430333645568314,3.884693705371058,4.176933651126437,4.606210704901006,3.1729737581422395,3.176719504114911,2.975003913534186,2.4925636150762536,2.6984602162251177,4.370761699479214,2.403264741504553,4.497023465642593,3.397946748222663,3.8436619888896804,3.314280438686759,1.752120796598701,3.0157179593375787,2.801894554009104,4.5102979483076435,2.4901852842263366,3.838497907211406,5.473475006855333,45.77875094431865
3.756680131124562,2.818613099368724,2.1870183780131844,5.519914479604964,4.6226083702981295,2.890044623788281,2.196024952404343,4.66213432087395,1.3268332526549773,2.1425614725095214,2.1761346295604174,2.1366111512971546,2.1260045927589637,1.8422335495747457,2.6103634372564932,1.8674752454366812,1.6967064160196912,1.6401052368230007,2.858021288501806,3.587908509778541,3.9058676768125387,2.4584677256296725,3.755418219340531,2.6149907133008132,3.3094695886926195,3.1740845479068134,3.654408659528463,3.1711820070758483,5.696567479979967,3.1506121122908786,2.6881046494019802,2.108433685491229,1.8348400335165398,3.4281788474555883,3.9258440175115457,2.389122194960769,2.119738367159949,3.47415937070253,4.481684290177595,29.84836020278101
2.1389767117782394,3.9688333672246072,3.446305319846444,1.7052722409884815,3.9485232917572133,4.361035713727723,3.726194269379474,2.6948606152072534,3.7643979279621993,3.773986003008313,3.9982431208859857,3.614807197411379,2.8677093117491124,2.04807707178836,3.3647586261035713,4.5088911251542525,3.0196244225320212,1.6381970121179577,3.3387640302044255,4.17077126388531,4.902255558042971,3.5720094426978735,5.60753115304755,2.780766528353242,2.437620399990347,4.051793216762829,3.8765167136675003,4.728720688904064,3.8251955253950367,3.376316159704297,4.095488914019789,2.8264367374410218,1.1566480237728252,2.4339540083549793,3.6150596918640208,1.6125721427593165,3.4396998504466367,4.4360103190909665,5.527717187052339,43.433266349662986
2.8379134424925336,4.542410515977453,3.8860303448741,3.5896896648586147,4.319628368989184,3.9909994476393824,2.3231086214790206,3.273661243163141,2.9599619530596573,2.347482343065188,3.078923827090224,3.401983487592401,5.207911262548622,2.5385960813738127,4.151237063212506,3.8814354682404204,2.600797602200484,2.1963978095385075,4.135396855010936,4.523841399977697,4.931093778379004,3.2544036690156806,3.274688720072235,3.4599297897150407,1.9005445430975088,3.140602013840633,3.738316058248917,4.077059992092872,1.7180804352852979,4.636423467586706,3.4018462382090027,3.579051209578853,2.1934591311886305,2.5970136737049714,3.5768243654225875,4.508890430472273,1.9624091990435195,2.352367049190021,4.703515616068329,39.114332170665904
1.6699669389284977,4.044257996768449,4.4828455323678575,2.656937725248985,5.076010966220962,5.827593452316743,4.327891946550061,2.9833863113638546,4.667167507861849,5.0027209768426975,5.786397853210405,5.552376433541026,2.999070522887664,3.0897137656495053,5.715490099483706,5.764002281053477,4.232115733723784,3.01807158067518,3.774224150848028,7.054270572215781,7.772600981056684,4.935875876894265,3.6503660074061313,5.636867044734524,3.569782602376113,4.336784869826189,6.8771716590545795,3.5910171207565424,3.151531645781846,5.720439842805908,5.40160269902288,4.445170064207604,2.5743212046972865,5.108489056434195,5.280145293248776,4.6488747147848715,5.973861263564019,5.547319114948938,9.256816819543547,68.79474506559254
0.8016590251136799,2.8835952302200196,2.780758027035909,1.6371135324999901,3.665994531947609,3.6690625173888924,0.9436431705094546,2.1155860320140247,1.717520821772488,2.0900475314200166,3.1820421683512596,3.7189948121673755,3.922018829818833,2.6254101424971497,3.118804350846861,3.569305284964037,3.2311732682144805,2.1830135209937995,3.1743910812427982,3.9115349161662563,4.191765312524431,2.55210147676605,3.7214415884409373,2.036617959567262,3.4996426238647276,4.40698777627976,2.9039332747204343,2.9416437330882044,2.5943305623634987,2.5774686661413324,2.85556474343319,2.3972325487669948,1.5632930351674343,2.509987734873956,2.7438865370905376,2.6378777121565244,2.7236490489944476,2.1723126441653986,3.7794657566937557,33.99212729126014
4.427163559224461,3.533812332931744,3.614641314133394,2.737130521931392,3.3913982756763548,2.0151541219410456,2.3869225742792772,2.5088621712046586,2.406221124498151,2.6092931315023895,2.5801822533864884,2.2438572097219587,3.0826600174113623,2.966405643045075,2.5175995049626962,3.417621960653825,1.6488748784226885,0.9281054557121045,4.255598451845876,3.9776175657403363,3.9190341515004032,2.4050781988633787,1.8548330641715862,2.271797705750192,3.151511661068541,4.054730642305912,2.489169048457013,2.4231291002990902,4.319948173500368,3.4194720104134073,3.8296456774462,2.6074059888896954,1.3094369732064421,2.4022145878791292,2.695542326840159,2.077052284002746,1.9390812147339695,3.559368155404634,4.063423578830038,29.64814207355497
