x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,target_y,Label
3.7693098949013213,4.864996415986086,6.412692394748465,2.9603997004034817,6.004938256229762,6.519615723705077,5.217881227373805,4.372754725080556,6.081877976940865,5.988646232937289,6.540388970112259,6.224306981483096,3.192255714827511,2.997008656645256,6.344863591050328,6.278415284975788,5.658047258503472,3.9589577344341076,2.894960008058794,6.613354104686968,8.391681109610602,6.1084173864881155,3.074323654709306,5.901188067927395,3.593885877189209,2.6569047287479735,6.645752033024301,3.6877286479447124,3.5473227061213457,6.357180495392889,5.7240996745584685,5.40647476398034,3.4303252404965128,6.211823869423814,5.725276944357418,5.273332697059643,7.00301521507975,4.98729831373937,9.885446772724071,80.81073413608534,B2C
1.6960512742058316,3.154398387333429,5.714484946771483,3.399493019871103,7.134036179887703,6.717072425524323,5.703157635951227,3.411668953853367,5.541449209070901,5.791087312805984,6.821849854894182,6.74665509961037,3.1480946685512685,4.888450356470558,5.866870543291359,6.011418111273951,6.256978128547226,4.141768480643318,3.043360956980467,6.969623957198566,7.555974689465218,4.962609071890027,2.1052326998956774,5.903840991910885,3.591762587841679,2.454711502326455,7.086123868358836,2.384442524782823,2.4592638475580357,6.228109403080049,6.27923449164202,6.187682305868423,2.721862493400435,4.19950803896757,6.552757228963282,6.284265274687738,5.169430993714801,6.71519293088722,10.699618847289333,80.14825358083574,B2C
2.3067316433597895,2.0312555508546293,5.2447070643638645,4.285472564126349,7.010394481218391,7.69529007985213,5.16112584920417,1.3062632135774588,5.271705034074856,5.254188469285679,5.927814459087164,5.561572607801336,2.978516987196689,4.606418081461671,4.9357517096102095,5.606749107213544,6.630917801893283,4.031371540597096,3.6866448419550757,7.304670217873909,8.847235820853099,6.388646204041994,3.25117430865095,5.257753003441385,2.1333552630063304,2.5243489453961705,7.017109380263731,2.7453946716904576,1.9131923073143606,5.028843746601387,5.3318889956005275,5.721077865889198,3.7398156522315174,5.946744592776248,5.356683484373722,6.193944159039542,4.416662407166279,5.232128953883443,8.954595935151783,77.84036516757061,B2C
1.659244513964776,3.9313924471083537,5.808127407534103,3.0888470003413415,5.571347613415108,6.510692918644008,5.286928916464506,4.433635067556377,5.741675016792357,4.6307390026899045,5.209928195362673,5.0269951208801675,4.401239925071144,2.64602173853265,5.716111666353677,3.870887985366471,4.504952196623105,3.955776949874406,2.32591391949722,6.4412615094936285,8.181453231668494,6.183774268257354,1.1905885559909846,4.229869961120894,1.8872533114816847,2.399985994320285,5.890139223811793,3.8398049776409358,3.4488706914696983,4.515291474696578,6.306601022523406,5.981033239611426,2.7005446453255244,4.139504344963148,6.505341873960827,4.758518773472917,5.21124510703869,5.475163509826531,9.405731729202135,75.98024645219778,B2C
1.7249534363059569,3.1605230935704056,6.154184873939741,3.211727794417898,6.3400971169172795,5.504387774392178,5.937394321654317,3.360910809787907,5.580561500533939,5.631848945400174,5.628818375948624,4.727592225406539,3.4041323367902874,5.1954501030275715,5.783806755427104,6.108399854011061,5.64320124330324,3.624491628652864,4.119926141195382,7.165194373370644,8.93589033995438,6.42126724893769,2.584720555163778,4.8299536687899955,1.3614118109029727,0.0,6.147894670284744,3.1256705868707444,2.151058933269643,5.162158496325581,6.736279008014371,5.615105190597069,2.274918683062158,4.680413842644029,5.29694978564015,5.814659033376866,5.72730972027253,5.72207439434033,9.574034858913688,75.73883131639505,B2C
3.0522017022363124,3.651073253361587,5.22045193325341,1.6566860295366201,5.65000143570046,6.5088543852928336,3.7717342349557805,3.3742893422106084,4.763811853908821,4.367724208952081,5.229147335581561,5.310198677826011,2.403702392891765,1.3080913741961775,5.9914112671803865,4.992057289605114,4.996643383645707,3.937550387687578,4.653952392504821,7.11225104942779,7.824254526920868,5.170146742796239,1.913906531234661,5.981208598641956,2.0596455132694937,2.637035907918407,7.6509593713599555,3.765985205846556,4.399525620847099,5.688209224094302,5.9815563195778605,5.883397419373824,3.650793401719792,6.024643599221078,5.082299684038231,5.833923568250233,6.054763446540072,6.652852403329241,10.487325396417344,75.5823746442631,B2C
3.3038261333963233,3.253014565594231,4.943434692051017,3.3878324155039907,5.796275366427174,6.631007103094365,5.246749935364658,3.850405869811349,5.431081754046405,4.888680876662843,5.689437173143105,5.914016820403548,4.385986608792842,2.93879546366605,4.06988148123628,6.511819599222595,4.617486593306269,2.10329553135132,3.0272318437971917,6.83227779542033,8.19707115535752,5.997880918225142,3.2021017369928617,5.112766313762792,2.5283580600253797,3.085006622454591,5.629523459040131,3.1387325359637703,2.579332160151645,6.050356622527389,6.519482475653383,6.78075751170028,3.573671529256189,4.957740148230774,6.221507391429952,4.888657872366654,5.574366246980908,6.021629135841751,9.800435872926004,73.70338099219364,B2C
2.736179483387821,2.7958834723366213,5.361302256739606,4.1230997935862135,4.852701538856154,5.693606598955899,4.200982294579333,2.585201383168819,5.047359847544563,4.779913201009698,5.055860306676112,4.7041081628901225,0.7795783573375932,2.2746592710050613,4.899905449844456,5.5108415777248645,4.352905036834985,2.8482071260528636,3.837600178565656,6.8347232689281565,8.353517658251455,6.007321604701842,3.896437759745418,4.45154333867025,3.8356153247104814,3.510347211996254,5.640556846495237,2.2181126171876153,4.618954227348118,4.806970701982008,5.368808858425973,4.9710479016806,3.019004427190856,4.973426283610919,6.632790468822135,5.714230008215401,4.644089731772896,5.180201640298146,9.07140851063609,70.95626075418696,B2C
3.124172684102846,3.499825613062526,4.922361430844578,2.714927064793825,6.311682029779509,5.46981644529728,5.112683461057941,3.0782992374993614,4.709148890360915,5.0266276488652375,5.115624493222168,4.60336716965882,5.2158494003056575,4.290717728306759,5.8542565013002745,4.4872878108339265,4.85516105314236,3.952044301365623,3.1113965617555417,5.407186936158643,7.169064330536465,5.664282276184654,3.8959228939829416,4.314965353575299,2.30444594254925,1.218619949192316,5.081532142690847,4.153043462599171,2.914193909205286,4.970617905537089,5.810744315595459,5.467650065927426,2.8552168643563576,4.785950345607832,4.891554626268221,5.927383416736127,5.725813557634548,4.886479167212193,9.045932935123894,70.60555385177425,B2C
3.132522158423617,5.243165058673387,4.6889766355106905,4.304287555022199,5.37706117494954,4.888654726985138,4.480494230926494,3.3903771886995746,4.334575932264951,4.76771570137177,5.785839511602932,6.109399087983715,3.718200701551979,1.5515694955444492,5.121291843994595,4.78538088805346,5.065979674536996,3.680639839260662,3.625295592327653,6.008133470272774,7.145195322439635,5.0980491097978025,2.906114557802053,5.077804642916387,4.314558174511372,2.811632996523613,6.01205485513896,2.379182469349402,2.3558017139379546,5.547511312208345,4.582598251658456,6.568208590921577,4.103606406303029,4.618001788588695,5.301559024734479,3.8474081862381952,4.815277457627402,5.305327716213768,8.216041838937054,70.2940756279535,B2C
3.0693556916661744,3.4721247118457597,5.189369051330453,5.589061948141156,4.760634177429644,5.3443252039740035,4.456122247268645,0.806698985122539,5.152774642090616,4.702257548282873,5.043237323457592,4.40694163187365,2.530565200063199,1.7820436037230774,5.284453738267084,4.361649357370652,5.495785975930872,4.03553990733522,3.2845495435161487,5.801020616008812,7.179131969796946,5.4928089967644915,1.6179638234420017,3.9310243489649634,3.2486044818265674,4.341199161892103,5.311696562719884,5.160121986553541,3.798135656898059,4.048170303493487,5.408445212394071,5.233266900941842,2.847969078381704,4.605847828393371,4.813219107666251,4.74602757890907,5.254719780134362,4.578410061783133,8.251415965454818,69.93713219344798,B2C
3.1804115807235123,3.776396045632434,4.9769354594217265,4.313975466882382,6.1033546592549985,5.846968763740672,4.944434563437283,3.7398832702627764,4.841617094048615,5.236676524063521,5.985070417478207,5.698716289938696,1.9586933685014556,2.1451247719227373,5.018287625107745,5.4100896154776885,4.620085819694206,3.029990694215566,5.01902338792679,6.615685635381439,7.586045273919853,5.295509408653087,1.8986032052761028,5.396750742058494,2.7441582750846423,1.8421908134727003,6.6885151657116255,1.556731991215589,4.587370763931553,5.384642459107482,5.699883706039113,5.249007070628849,2.8348633359797195,4.554030300728597,5.237412609741439,5.787831214944969,5.082190746138899,5.284208640348553,9.098707815720156,69.90847406967382,B2C
3.199808129292653,2.905592229514454,4.965190843072485,3.0125481454453054,5.594995644215687,5.1052262992075566,3.2551590092571274,3.2088299113773058,3.9234091355345546,5.391371448315011,5.432773909734031,4.685779120038664,2.0705346930267936,3.5498022331141224,4.731738053685076,4.052566369166087,5.048923569831634,3.700670306183987,3.6594535212437074,6.619131024358133,7.830102871870988,5.225902126288183,3.57530438094896,3.8760597492392703,2.517751368412848,4.013556851490174,4.8631592381292865,4.009922356421599,3.3957610056643235,4.451778168790128,5.217864891377049,4.787672327920612,2.5005040313267717,4.478060648275956,5.546318268295094,4.6327394229283545,5.981345647815873,4.0991930732185,8.66095563793565,69.46720918668204,B2C
