x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,Label
61,A,0.5955042152861028,40,A,0.7701262009980901,36,C,0.36749894310333286,39,-11978.588530903893,W4C
37,E,0.5140410915785326,40,E,0.20229833490693616,31,C,0.3888859923772905,87,-4828.723450945225,W4C
23,E,0.8034235690981628,91,C,0.9227478351374852,12,C,0.1967950467570745,48,-2251.2265277631086,W4C
25,B,0.9736076488006986,64,D,0.7981262176864399,58,B,0.022706316886867195,95,-2119.2314177271255,W4C
24,E,0.02446470275893342,67,E,0.9027445370153023,44,B,0.665498262669918,52,-1551.0461549368265,W4C
79,D,0.06317804995381937,46,C,0.9856363508492285,5,C,0.021684861846444248,59,-251.50548131125834,W4C
46,D,0.5683627588475938,58,B,0.42713002509557996,57,B,0.27700158585084256,73,184.49895275748713,W4C
47,E,0.6456467922587327,67,A,0.5699557614762008,19,B,0.28073474217542915,12,656.9855788896093,W4C
1,D,0.6951310490184183,97,C,0.17459971858024292,14,B,0.799272183620035,3,706.8267025641035,W4C
76,A,0.2923725843302546,6,B,0.7266172452740077,39,E,0.6435910669585375,99,899.505385859884,W4C
16,D,0.22126999862588093,80,C,0.8472840486413036,62,B,0.7934907105441765,20,1297.1729515730476,W4C
3,A,0.033196315065561754,50,C,0.9693274629715809,34,A,0.36183548580639346,95,1306.308254842581,W4C
65,D,0.028631704733641516,0,E,0.2656551426391174,86,A,0.5727516437501641,92,1676.2506537839363,W4C
95,A,0.4312369913906071,93,A,0.24096183502250756,47,B,0.6008950500489241,82,2054.6947636262703,W4C
93,C,0.6387105817628745,10,D,0.25364508219896165,64,E,0.9335115922420598,15,2057.739765306833,W4C
89,B,0.7171194855322923,46,A,0.8257708623510064,63,B,0.6241790971696337,22,2237.9620810180786,W4C
54,C,0.4362671348044198,64,B,0.9193054565263097,34,C,0.15137203265928545,0,2449.8005222496286,W4C
58,C,0.86952608331733,60,D,0.5846375004849556,9,D,0.17902874247449108,8,3098.655303464082,W4C
46,D,0.9224765337809797,77,C,0.7520664439290609,56,B,0.6772581929956171,43,3134.0283697922423,W4C
81,D,0.905142149645767,2,B,0.6833439854989096,99,B,0.7344374078796595,56,3562.2953865925083,W4C
94,B,0.3348752761329502,23,B,0.1370781674983208,19,C,0.9492089863073983,2,3637.0040579804554,W4C
99,C,0.7982852766484908,0,B,0.8386227499122121,65,A,0.5201386452999579,60,3746.6947856938714,W4C
99,A,0.9415362460384926,21,D,0.24241159399302747,72,C,0.7196424013330508,74,3831.8334117269114,W4C
16,D,0.5271545895806339,55,C,0.468811372400742,13,B,0.7389917407128296,80,4073.58483664519,W4C
92,D,0.4967761755877278,14,B,0.3403748706200561,72,B,0.6435277979376846,79,4152.186367363633,W4C
83,C,0.022250125495225204,98,C,0.4832274150119079,3,C,0.822731951195336,3,4521.374114987404,W4C
12,E,0.1164627488916321,52,C,0.9555665751697674,98,D,0.09049530043077436,33,4755.1965787071895,W4C
68,A,0.4113226968232696,94,C,0.6387921898206844,18,D,0.6823807348376275,88,4838.532458938236,W4C
85,B,0.38221926762289105,88,E,0.09439932257561257,23,C,0.0627543304705318,5,4984.134980215487,W4C
97,D,0.8111085143428247,52,D,0.19273770425109682,48,A,0.20553828469295976,3,5081.367800818851,W4C
32,D,0.6301855690545725,94,A,0.23942497073030322,28,B,0.8068766139246706,87,5085.848184524984,W4C
90,D,0.972340376595683,50,A,0.05638970700687229,83,E,0.9602439334483366,3,5337.341408217784,W4C
14,D,0.04201859126635965,42,E,0.5906093456327969,1,C,0.8075147175000643,84,5478.619874511351,W4C
50,A,0.26724697507105233,48,B,0.049798459254432936,51,C,0.03262251360104129,11,5511.567623369156,W4C
99,D,0.5739747104683102,56,C,0.23187516957049725,95,A,0.32229239544123345,74,5637.848843551623,W4C
73,E,0.36601339184015114,62,C,0.09954923349953859,45,A,0.2388284549093096,11,5812.155314766154,W4C
36,D,0.1555400915004873,35,B,0.8259405594964668,68,B,0.9344997790115172,71,5942.364022267724,W4C
32,E,0.226338278437486,16,A,0.9257102408562344,49,E,0.701295978638867,0,5967.082793279918,W4C
28,C,0.9374671878137444,39,E,0.2785131389244698,96,D,0.3167360743917321,6,6121.5616660724045,W4C
32,D,0.7421790382951564,38,C,0.004634185938863222,86,D,0.11705027370359511,79,6255.943142969612,W4C
4,C,0.5605980707077789,55,E,0.8310942784614958,84,D,0.4244373012958731,59,6268.238823663065,W4C
61,E,0.5844414641406359,81,C,0.2923202796484642,77,C,0.721578004790515,16,6447.683894767117,W4C
91,C,0.04773378967875608,12,C,0.714625883420646,17,C,0.4580477927103652,44,6460.726886054039,W4C
67,C,0.43331949023289684,8,A,0.7727658286860162,37,D,0.7338646963579187,18,6473.31490510494,W4C
64,B,0.030541978149738358,76,D,0.5678502842670208,87,D,0.47993286706366745,75,6476.923751025548,W4C
92,D,0.22177550978089067,53,E,0.4404106437417473,16,A,0.8497847491411552,44,6553.5653072621535,W4C
